Order_ID,Order_Date,Customer_ID,Product,Category,Region,Customer_Type,Quantity,Unit_Price,Discount,Sales,Profit,Salesperson
ORD0224,2025-02-06,CUST119,Monitor 27-inch,Electronics,West,Corporate,2,24000,0.0,48000.0,8640.0,Anaya
ORD0225,2025-03-15,CUST244,Office Chair,Furniture,North,Corporate,2,12000,0.05,22800.0,4800.0,Meera
ORD0226,2025-04-05,CUST032,Laptop Pro 14,Electronics,North,Consumer,4,85000,0.05,323000.0,44200.0,Kabir
ORD0227,2025-08-27,CUST169,Laptop Pro 14,Electronics,East,Small Business,7,85000,0.02,583100.0,95200.0,Aarav
ORD0228,2025-04-18,CUST079,Mechanical Keyboard,Electronics,West,Consumer,2,5500,0.0,11000.0,1980.0,Anaya
ORD0229,2025-12-26,CUST154,Monitor 27-inch,Electronics,Central,Corporate,7,24000,0.0,168000.0,30240.0,Anaya
ORD0230,2025-02-20,CUST236,Notebook Set,Office Supplies,South,Consumer,1,450,0.05,427.5,121.5,Meera
ORD0231,2025-11-05,CUST186,Standing Desk,Furniture,West,Corporate,1,22000,0.15,18700.0,2200.0,Meera
ORD0232,2025-04-03,CUST114,Notebook Set,Office Supplies,North,Consumer,2,450,0.0,900.0,288.0,Anaya
ORD0233,2025-09-26,CUST185,Office Chair,Furniture,South,Small Business,5,12000,0.05,57000.0,12000.0,Kabir
ORD0234,2025-10-05,CUST008,Desk Lamp,Furniture,West,Consumer,3,2500,0.0,7500.0,1875.0,Diya
ORD0235,2025-02-14,CUST059,Premium Pen Set,Office Supplies,Central,Small Business,7,700,0.05,4655.0,1323.0,Aarav
ORD0236,2025-11-05,CUST155,Office Chair,Furniture,North,Corporate,2,12000,0.0,24000.0,6000.0,Kabir
ORD0237,2025-03-31,CUST220,Laptop Pro 14,Electronics,West,Consumer,4,85000,0.0,340000.0,61200.0,Anaya
ORD0238,2025-05-04,CUST134,Notebook Set,Office Supplies,East,Small Business,7,450,0.1,2835.0,693.0,Diya
ORD0239,2025-02-28,CUST010,Office Chair,Furniture,Central,Consumer,2,12000,0.02,23520.0,5520.0,Anaya
ORD0240,2025-07-08,CUST071,Laptop Pro 14,Electronics,East,Corporate,6,85000,0.02,499800.0,81600.0,Meera
ORD0241,2025-06-08,CUST091,Office Chair,Furniture,North,,4,12000,0.15,40800.0,4800.0,Aarav
ORD0242,2025-06-25,CUST209,Wireless Headphones,Electronics,Central,Consumer,7,4500,0.0,31500.0,5670.0,Aarav
ORD0243,2025-03-17,CUST042,Office Chair,Furniture,South,Small Business,4,12000,0.15,40800.0,4800.0,Aarav
ORD0244,2025-12-01,CUST001,Office Chair,Furniture,South,Small Business,1,12000,0.0,12000.0,3000.0,Meera
ORD0245,2025-05-27,CUST133,Laptop Pro 14,Electronics,East,Corporate,4,85000,0.15,289000.0,10200.0,Diya
ORD0246,2025-10-26,CUST205,Desk Lamp,Furniture,West,Corporate,7,2500,0.0,17500.0,4375.0,Kabir
ORD0247,2025-12-03,CUST171,Desk Lamp,Furniture,South,Corporate,2,2500,0.15,4250.0,500.0,Aarav
ORD0248,2025-10-17,CUST165,USB-C Hub,Electronics,West,Consumer,3,3200,0.0,9600.0,1728.0,Rohan
ORD0249,2025-03-19,CUST053,Premium Pen Set,Office Supplies,Central,Corporate,6,700,0.15,3570.0,714.0,Kabir
ORD0250,2025-01-01,CUST139,Mechanical Keyboard,Electronics,Central,Consumer,5,5500,0.1,24750.0,2200.0,Diya
ORD0251,2025-06-17,CUST200,Desk Lamp,Furniture,North,Corporate,1,2500,0.02,2450.0,575.0,Aarav
ORD0252,2025-05-24,CUST039,Monitor 27-inch,Electronics,Central,Corporate,5,24000,0.05,114000.0,15600.0,Diya
ORD0253,2025-06-18,CUST076,Standing Desk,Furniture,West,Corporate,6,22000,0.1,118800.0,19800.0,Meera
ORD0254,2025-12-13,CUST132,Laptop Pro 14,Electronics,South,Corporate,4,85000,0.1,306000.0,27200.0,Diya
ORD0255,2025-11-05,CUST146,Laptop Pro 14,Electronics,North,Small Business,5,85000,0.15,361250.0,12750.0,Kabir
ORD0256,2025-10-01,CUST070,Mechanical Keyboard,Electronics,Central,Corporate,7,5500,0.1,34650.0,3080.0,Meera
ORD0257,2025-04-21,CUST091,Monitor 27-inch,Electronics,Central,Small Business,5,24000,0.0,120000.0,21600.0,Kabir
ORD0258,2025-05-28,CUST224,Monitor 27-inch,Electronics,East,Consumer,6,24000,0.02,141120.0,23040.0,Rohan
ORD0259,2025-11-28,CUST083,Notebook Set,Office Supplies,East,Consumer,4,450,0.1,1620.0,396.0,Meera
ORD0260,2025-05-29,CUST117,Standing Desk,Furniture,East,Consumer,3,22000,0.1,59400.0,9900.0,Aarav
ORD0261,2025-09-01,CUST033,Desk Lamp,Furniture,West,Small Business,1,2500,0.02,2450.0,575.0,Meera
ORD0262,2025-04-30,CUST202,Office Chair,Furniture,North,Consumer,1,12000,0.15,10200.0,1200.0,Rohan
ORD0263,2025-04-01,CUST229,USB-C Hub,Electronics,West,Consumer,7,3200,0.1,20160.0,1792.0,Aarav
ORD0264,2025-02-20,CUST071,Desk Lamp,Furniture,South,Consumer,2,2500,0.1,4500.0,750.0,Rohan
ORD0265,2025-03-15,CUST241,USB-C Hub,Electronics,East,Corporate,7,3200,0.1,20160.0,1792.0,Rohan
ORD0266,2025-08-11,CUST187,Monitor 27-inch,Electronics,South,Consumer,7,24000,0.05,159600.0,21840.0,Meera
ORD0267,2025-12-23,CUST130,Laptop Pro 14,Electronics,South,,3,85000,0.1,229500.0,20400.0,Rohan
ORD0268,2025-05-27,CUST176,Notebook Set,Office Supplies,Central,Small Business,1,450,0.05,427.5,121.5,Meera
ORD0269,2025-12-08,CUST212,Office Chair,Furniture,Central,Consumer,4,12000,0.0,48000.0,12000.0,Diya
ORD0270,2025-06-28,CUST111,Desk Lamp,Furniture,West,Small Business,4,2500,0.1,9000.0,1500.0,Kabir
ORD0271,2025-11-30,CUST239,Desk Lamp,Furniture,Central,Consumer,2,2500,0.05,4750.0,1000.0,Anaya
ORD0272,2025-09-29,CUST250,USB-C Hub,Electronics,West,Consumer,7,3200,0.0,22400.0,4032.0,Rohan
ORD0273,2025-06-16,CUST175,Wireless Headphones,Electronics,South,Corporate,4,4500,0.1,16200.0,1440.0,Meera
ORD0274,2025-04-05,CUST116,Premium Pen Set,Office Supplies,East,Corporate,3,700,0.02,2058.0,630.0,Kabir
ORD0275,2025-10-25,CUST073,Mechanical Keyboard,Electronics,Central,Corporate,2,5500,0.1,9900.0,880.0,Diya
ORD0276,2025-05-03,CUST114,Office Chair,Furniture,West,Consumer,1,12000,0.0,12000.0,3000.0,Anaya
ORD0277,2025-10-10,CUST152,Mechanical Keyboard,Electronics,North,Consumer,1,5500,0.1,4950.0,440.0,Kabir
ORD0278,2025-03-12,CUST237,Standing Desk,Furniture,North,Consumer,7,22000,0.02,150920.0,35420.0,Kabir
ORD0279,2025-12-07,CUST073,Standing Desk,Furniture,Central,Corporate,5,22000,0.15,93500.0,11000.0,Aarav
ORD0280,2025-10-16,CUST063,USB-C Hub,Electronics,South,Corporate,1,3200,0.05,3040.0,416.0,Anaya
ORD0281,2025-02-10,CUST178,Mechanical Keyboard,Electronics,Central,Corporate,5,5500,0.05,26125.0,3575.0,Diya
ORD0282,2025-07-21,CUST061,Wireless Headphones,Electronics,East,Consumer,3,4500,0.05,12825.0,1755.0,Rohan
ORD0283,2025-12-29,CUST006,Monitor 27-inch,Electronics,Central,Consumer,5,24000,0.0,120000.0,21600.0,Meera
ORD0284,2025-09-23,CUST030,Wireless Headphones,Electronics,Central,Consumer,1,4500,0.1,4050.0,360.0,Diya
ORD0285,2025-06-05,CUST053,Mechanical Keyboard,Electronics,North,Corporate,4,5500,0.0,22000.0,3960.0,Rohan
ORD0286,2025-10-15,CUST171,Monitor 27-inch,Electronics,Central,Small Business,3,24000,0.02,70560.0,11520.0,Rohan
ORD0287,2025-04-28,CUST059,USB-C Hub,Electronics,West,Small Business,3,3200,0.02,9408.0,1536.0,Rohan
ORD0288,2025-11-22,CUST067,Wireless Headphones,Electronics,North,Corporate,4,4500,0.02,17640.0,2880.0,Anaya
ORD0289,2025-02-26,CUST077,USB-C Hub,Electronics,East,Consumer,1,3200,0.02,3136.0,512.0,Aarav
ORD0290,2025-01-01,CUST022,Notebook Set,Office Supplies,East,Small Business,1,450,0.02,441.0,135.0,Rohan
ORD0291,2025-08-27,CUST187,Laptop Pro 14,Electronics,Central,Corporate,1,85000,0.02,83300.0,13600.0,Diya
ORD0292,2025-11-11,CUST068,Laptop Pro 14,Electronics,Central,Corporate,2,85000,0.0,170000.0,30600.0,Meera
ORD0293,2025-02-03,CUST106,Standing Desk,Furniture,South,Corporate,6,22000,0.0,132000.0,33000.0,Rohan
ORD0294,2025-10-02,CUST051,Notebook Set,Office Supplies,East,Corporate,2,450,0.02,882.0,270.0,Rohan
ORD0295,2025-05-15,CUST103,Monitor 27-inch,Electronics,South,Corporate,4,24000,0.02,94080.0,15360.0,Diya
ORD0296,2025-02-13,CUST190,Premium Pen Set,Office Supplies,North,Corporate,6,700,0.15,3570.0,714.0,Diya
ORD0297,2025-10-28,CUST016,Wireless Headphones,Electronics,South,Small Business,2,4500,0.0,9000.0,1620.0,Anaya
ORD0298,2025-08-27,CUST045,Desk Lamp,Furniture,East,Small Business,1,2500,0.15,2125.0,250.0,Kabir
ORD0299,2025-12-23,CUST239,Wireless Headphones,Electronics,Central,Corporate,7,4500,0.15,26775.0,945.0,Diya
ORD0300,2025-08-28,CUST237,Premium Pen Set,Office Supplies,South,Consumer,2,700,0.05,1330.0,378.0,Rohan
ORD0301,2025-07-21,CUST096,Laptop Pro 14,Electronics,Central,Corporate,4,85000,0.1,306000.0,27200.0,Rohan
ORD0302,2025-01-19,CUST233,Standing Desk,Furniture,West,Corporate,1,22000,0.05,20900.0,4400.0,Kabir
ORD0303,2025-06-02,CUST065,Premium Pen Set,Office Supplies,West,Consumer,2,700,0.02,1372.0,420.0,Rohan
ORD0304,2025-05-21,CUST189,Office Chair,Furniture,South,Consumer,4,12000,0.0,48000.0,12000.0,Meera
ORD0305,2025-07-25,CUST160,Wireless Headphones,Electronics,West,Small Business,3,4500,0.05,12825.0,1755.0,Aarav
ORD0306,2025-03-19,CUST150,Office Chair,Furniture,Central,Small Business,1,12000,0.0,12000.0,3000.0,Meera
ORD0307,2025-11-21,CUST024,Monitor 27-inch,Electronics,East,Small Business,2,24000,0.15,40800.0,1440.0,Kabir
ORD0308,2025-01-22,CUST086,Desk Lamp,Furniture,South,Corporate,7,2500,0.05,16625.0,3500.0,Meera
ORD0309,2025-09-06,CUST007,Standing Desk,Furniture,South,Small Business,2,22000,0.02,43120.0,10120.0,Aarav
ORD0310,2025-06-04,CUST131,Standing Desk,Furniture,North,Consumer,2,22000,0.0,44000.0,11000.0,Aarav
ORD0311,2025-04-27,CUST086,Premium Pen Set,Office Supplies,South,Consumer,7,700,0.0,4900.0,1568.0,Aarav
ORD0312,2025-04-07,CUST233,Notebook Set,Office Supplies,West,Corporate,3,450,0.02,1323.0,405.0,Diya
ORD0313,2025-12-06,CUST175,Desk Lamp,Furniture,North,Small Business,7,2500,0.0,17500.0,4375.0,Aarav
ORD0314,2025-08-15,CUST102,Laptop Pro 14,Electronics,North,Consumer,1,85000,0.05,80750.0,11050.0,Anaya
ORD0315,2025-10-27,CUST173,USB-C Hub,Electronics,East,Consumer,6,3200,0.0,19200.0,3456.0,Anaya
ORD0316,2025-05-27,CUST016,Standing Desk,Furniture,South,Corporate,1,22000,0.02,21560.0,5060.0,Anaya
ORD0317,2025-10-22,CUST232,Laptop Pro 14,Electronics,North,Small Business,5,85000,0.15,361250.0,12750.0,Anaya
ORD0318,2025-06-30,CUST073,Office Chair,Furniture,Central,Small Business,4,12000,0.05,45600.0,9600.0,Kabir
ORD0319,2025-08-02,CUST118,Desk Lamp,Furniture,North,Corporate,3,2500,0.1,6750.0,1125.0,Diya
ORD0320,2025-02-07,CUST200,Mechanical Keyboard,Electronics,Central,Consumer,2,5500,0.15,9350.0,330.0,Meera
ORD0321,2025-05-30,CUST110,Notebook Set,Office Supplies,East,Small Business,3,450,0.1,1215.0,297.0,Meera
ORD0322,2025-12-07,CUST183,Office Chair,Furniture,South,Small Business,7,12000,0.15,71400.0,8400.0,Diya
ORD0323,2025-07-27,CUST096,Mechanical Keyboard,Electronics,East,Consumer,4,5500,0.15,18700.0,660.0,Meera
ORD0324,2025-04-28,CUST243,Office Chair,Furniture,South,Consumer,4,12000,0.02,47040.0,11040.0,Kabir
ORD0325,2025-03-02,CUST126,Notebook Set,Office Supplies,West,Small Business,1,450,0.02,441.0,135.0,Kabir
ORD0326,2025-07-25,CUST190,Desk Lamp,Furniture,West,Corporate,2,2500,0.1,4500.0,750.0,Diya
ORD0327,2025-12-05,CUST046,Notebook Set,Office Supplies,East,Consumer,6,450,0.15,2295.0,459.0,Rohan
ORD0328,2025-12-12,CUST212,USB-C Hub,Electronics,South,Consumer,1,3200,0.1,2880.0,256.0,Anaya
ORD0329,2025-01-02,CUST155,USB-C Hub,Electronics,North,Small Business,5,3200,0.15,13600.0,480.0,Rohan
ORD0330,2025-01-10,CUST084,USB-C Hub,Electronics,West,Consumer,4,3200,0.0,12800.0,2304.0,Anaya
ORD0331,2025-06-20,CUST114,Mechanical Keyboard,Electronics,North,Corporate,4,5500,0.02,21560.0,3520.0,Rohan
ORD0332,2025-11-17,CUST248,USB-C Hub,Electronics,South,Small Business,3,3200,0.15,8160.0,288.0,Meera
ORD0333,2025-02-28,CUST109,Laptop Pro 14,Electronics,West,Consumer,2,85000,0.1,153000.0,13600.0,Kabir
ORD0334,2025-12-19,CUST020,Mechanical Keyboard,Electronics,Central,Small Business,4,5500,0.02,21560.0,3520.0,Anaya
ORD0335,2025-08-05,CUST241,Desk Lamp,Furniture,Central,Corporate,2,2500,0.15,4250.0,500.0,Kabir
ORD0336,2025-10-24,CUST127,Wireless Headphones,Electronics,East,Consumer,1,4500,0.02,4410.0,720.0,Meera
ORD0337,2025-08-10,CUST228,Premium Pen Set,Office Supplies,East,Small Business,7,700,0.1,4410.0,1078.0,Kabir
ORD0338,2025-02-13,CUST221,Wireless Headphones,Electronics,West,Consumer,3,4500,0.0,13500.0,2430.0,Anaya
ORD0339,2025-04-21,CUST183,Laptop Pro 14,Electronics,Central,Consumer,2,85000,0.1,153000.0,13600.0,Aarav
ORD0340,2025-06-19,CUST109,USB-C Hub,Electronics,West,Corporate,4,3200,0.05,12160.0,1664.0,Aarav
ORD0341,2025-05-18,CUST198,Premium Pen Set,Office Supplies,West,Consumer,5,700,0.0,3500.0,1120.0,Aarav
ORD0342,2025-07-10,CUST233,Notebook Set,Office Supplies,South,Corporate,4,450,0.15,1530.0,306.0,Aarav
ORD0343,2025-05-06,CUST047,Notebook Set,Office Supplies,North,Corporate,2,450,0.05,855.0,243.0,Anaya
ORD0344,2025-10-23,CUST104,Wireless Headphones,Electronics,Central,Consumer,3,4500,0.02,13230.0,2160.0,Aarav
ORD0345,2025-11-15,CUST222,Notebook Set,Office Supplies,West,Corporate,5,450,0.15,1912.5,382.5,Kabir
ORD0346,2025-01-14,CUST052,Wireless Headphones,Electronics,East,Corporate,4,4500,0.02,17640.0,2880.0,Anaya
ORD0347,2025-01-15,CUST051,Standing Desk,Furniture,West,Corporate,7,22000,0.1,138600.0,23100.0,Diya
ORD0348,2025-01-17,CUST078,Notebook Set,Office Supplies,Central,Small Business,7,450,0.02,3087.0,945.0,Anaya
ORD0349,2025-01-22,CUST002,USB-C Hub,Electronics,Central,Small Business,1,3200,0.02,3136.0,512.0,Aarav
ORD0350,2025-12-01,CUST218,Monitor 27-inch,Electronics,East,Small Business,4,24000,0.0,96000.0,17280.0,Kabir
ORD0351,2025-01-24,CUST044,Monitor 27-inch,Electronics,Central,Consumer,4,24000,0.15,81600.0,2880.0,Diya
ORD0352,2025-04-15,CUST050,Monitor 27-inch,Electronics,Central,Consumer,2,24000,0.05,45600.0,6240.0,Aarav
ORD0353,2025-09-16,CUST136,Premium Pen Set,Office Supplies,Central,Consumer,7,700,0.0,4900.0,1568.0,Anaya
ORD0354,2025-12-11,CUST157,Premium Pen Set,Office Supplies,North,Small Business,6,700,0.02,4116.0,1260.0,Rohan
ORD0355,2025-07-18,CUST242,Office Chair,Furniture,Central,Consumer,4,12000,0.02,47040.0,11040.0,Anaya
ORD0356,2025-06-26,CUST115,Standing Desk,Furniture,East,,5,22000,0.1,99000.0,16500.0,Kabir
ORD0357,2025-05-23,CUST029,Mechanical Keyboard,Electronics,North,Small Business,3,5500,0.0,16500.0,2970.0,Aarav
ORD0358,2025-06-12,CUST049,Notebook Set,Office Supplies,Central,Small Business,6,450,0.1,2430.0,594.0,Meera
ORD0359,2025-02-27,CUST216,Laptop Pro 14,Electronics,South,Consumer,1,85000,0.02,83300.0,13600.0,Anaya
ORD0360,2025-07-08,CUST167,Desk Lamp,Furniture,Central,Small Business,2,2500,0.02,4900.0,1150.0,Anaya
ORD0361,2025-01-18,CUST089,Laptop Pro 14,Electronics,North,Small Business,2,85000,0.05,161500.0,22100.0,Aarav
ORD0362,2025-07-27,CUST092,Wireless Headphones,Electronics,Central,Consumer,2,4500,0.0,9000.0,1620.0,Meera
ORD0363,2025-03-15,CUST127,Premium Pen Set,Office Supplies,Central,Small Business,5,700,0.1,3150.0,770.0,Meera
ORD0364,2025-12-13,CUST032,Premium Pen Set,Office Supplies,South,Consumer,7,700,0.1,4410.0,1078.0,Aarav
ORD0365,2025-06-09,CUST156,Standing Desk,Furniture,Central,Small Business,2,22000,0.05,41800.0,8800.0,Kabir
ORD0366,2025-07-17,CUST106,Office Chair,Furniture,North,Corporate,6,12000,0.0,72000.0,18000.0,Diya
ORD0367,2025-09-03,CUST041,Wireless Headphones,Electronics,East,Small Business,5,4500,0.0,22500.0,4050.0,Diya
ORD0368,2025-03-03,CUST179,Monitor 27-inch,Electronics,Central,Small Business,6,24000,0.15,122400.0,4320.0,Diya
ORD0369,2025-07-01,CUST133,Desk Lamp,Furniture,East,Consumer,1,2500,0.05,2375.0,500.0,Meera
ORD0370,2025-12-30,CUST025,USB-C Hub,Electronics,East,Corporate,4,3200,0.02,12544.0,2048.0,Kabir
ORD0371,2025-01-25,CUST184,USB-C Hub,Electronics,East,Consumer,3,3200,0.15,8160.0,288.0,Diya
ORD0372,2025-01-19,CUST150,Monitor 27-inch,Electronics,Central,Consumer,5,24000,0.1,108000.0,9600.0,Kabir
ORD0373,2025-06-23,CUST180,Standing Desk,Furniture,North,Small Business,7,22000,0.02,150920.0,35420.0,Rohan
ORD0374,2025-10-13,CUST226,Monitor 27-inch,Electronics,East,Corporate,5,24000,0.1,108000.0,9600.0,Meera
ORD0375,2025-08-19,CUST076,Wireless Headphones,Electronics,South,Corporate,6,4500,0.1,24300.0,2160.0,Meera
ORD0376,2025-12-17,CUST177,Monitor 27-inch,Electronics,South,Corporate,5,24000,0.15,102000.0,3600.0,Kabir
ORD0377,2025-07-04,CUST012,Premium Pen Set,Office Supplies,West,Corporate,6,700,0.02,4116.0,1260.0,Kabir
ORD0378,2025-09-29,CUST088,Notebook Set,Office Supplies,North,Corporate,2,450,0.05,855.0,243.0,Diya
ORD0379,2025-09-30,CUST057,Office Chair,Furniture,Central,Small Business,5,12000,0.0,60000.0,15000.0,Diya
ORD0380,2025-12-15,CUST201,Notebook Set,Office Supplies,North,Consumer,1,450,0.0,450.0,144.0,Diya
ORD0381,2025-07-13,CUST048,Office Chair,Furniture,Central,Small Business,3,12000,0.02,35280.0,8280.0,Rohan
ORD0382,2025-03-05,CUST188,Wireless Headphones,Electronics,South,Small Business,5,4500,0.15,19125.0,675.0,Kabir
ORD0383,2025-04-10,CUST063,Desk Lamp,Furniture,South,Corporate,2,2500,0.02,4900.0,1150.0,Aarav
ORD0384,2025-09-15,CUST038,Monitor 27-inch,Electronics,North,Corporate,4,24000,0.15,81600.0,2880.0,Kabir
ORD0385,2025-10-01,CUST028,Mechanical Keyboard,Electronics,Central,Consumer,6,5500,0.05,31350.0,4290.0,Kabir
ORD0386,2025-03-29,CUST085,Standing Desk,Furniture,South,Consumer,6,22000,0.02,129360.0,30360.0,Diya
ORD0387,2025-05-24,CUST180,Mechanical Keyboard,Electronics,South,Small Business,4,5500,0.02,21560.0,3520.0,Rohan
ORD0388,2025-04-10,CUST092,Wireless Headphones,Electronics,North,Consumer,3,4500,0.0,13500.0,2430.0,Kabir
ORD0389,2025-05-15,CUST226,Monitor 27-inch,Electronics,South,Corporate,3,24000,0.15,61200.0,2160.0,Rohan
ORD0390,2025-07-01,CUST158,Laptop Pro 14,Electronics,West,Consumer,7,85000,0.02,583100.0,95200.0,Anaya
ORD0391,2025-08-12,CUST111,Premium Pen Set,Office Supplies,Central,Small Business,7,700,0.05,4655.0,1323.0,Anaya
ORD0392,2025-06-18,CUST191,Notebook Set,Office Supplies,North,Small Business,6,450,0.02,2646.0,810.0,Aarav
ORD0393,2025-06-30,CUST123,Notebook Set,Office Supplies,East,Corporate,4,450,0.05,1710.0,486.0,Meera
ORD0394,2025-11-02,CUST248,Monitor 27-inch,Electronics,North,Small Business,4,24000,0.1,86400.0,7680.0,Diya
ORD0395,2025-11-06,CUST193,Wireless Headphones,Electronics,Central,Small Business,6,4500,0.0,27000.0,4860.0,Anaya
ORD0396,2025-04-25,CUST033,Wireless Headphones,Electronics,East,Small Business,7,4500,0.0,31500.0,5670.0,Diya
ORD0397,2025-12-09,CUST108,Desk Lamp,Furniture,South,Small Business,5,2500,0.1,11250.0,1875.0,Meera
ORD0398,2025-03-03,CUST056,Premium Pen Set,Office Supplies,North,Small Business,3,700,0.02,2058.0,630.0,Aarav
ORD0399,2025-05-28,CUST015,Premium Pen Set,Office Supplies,Central,Consumer,7,700,0.1,4410.0,1078.0,Rohan
ORD0400,2025-03-06,CUST057,Premium Pen Set,Office Supplies,Central,Small Business,2,700,0.1,1260.0,308.0,Diya
ORD0401,2025-02-21,CUST075,USB-C Hub,Electronics,West,Small Business,7,3200,0.1,20160.0,1792.0,Rohan
ORD0402,2025-04-11,CUST086,Standing Desk,Furniture,Central,Corporate,2,22000,0.15,37400.0,4400.0,Diya
ORD0403,2025-06-07,CUST175,Laptop Pro 14,Electronics,South,Small Business,4,85000,0.15,289000.0,10200.0,Rohan
ORD0404,2025-05-19,CUST185,Premium Pen Set,Office Supplies,Central,Small Business,6,700,0.05,3990.0,1134.0,Diya
ORD0405,2025-07-28,CUST091,Premium Pen Set,Office Supplies,Central,Small Business,1,700,0.05,665.0,189.0,Aarav
ORD0406,2025-07-09,CUST183,Mechanical Keyboard,Electronics,Central,Small Business,2,5500,0.15,9350.0,330.0,Aarav
ORD0407,2025-09-30,CUST040,Wireless Headphones,Electronics,South,Consumer,3,4500,0.02,13230.0,2160.0,Diya
ORD0408,2025-05-30,CUST109,Wireless Headphones,Electronics,East,Small Business,2,4500,0.05,8550.0,1170.0,Anaya
ORD0409,2025-09-09,CUST034,Notebook Set,Office Supplies,Central,Consumer,5,450,0.1,2025.0,495.0,Kabir
ORD0410,2025-12-04,CUST018,Premium Pen Set,Office Supplies,South,Small Business,3,700,0.02,2058.0,630.0,Rohan
ORD0411,2025-02-05,CUST104,Laptop Pro 14,Electronics,East,Consumer,6,85000,0.15,433500.0,15300.0,Diya
ORD0412,2025-06-19,CUST060,Wireless Headphones,Electronics,South,Consumer,2,4500,0.05,8550.0,1170.0,Rohan
ORD0413,2025-10-20,CUST160,Mechanical Keyboard,Electronics,South,,7,5500,0.05,36575.0,5005.0,Diya
ORD0414,2025-02-19,CUST006,Wireless Headphones,Electronics,Central,Corporate,2,4500,0.02,8820.0,1440.0,Kabir
ORD0415,2025-11-06,CUST159,USB-C Hub,Electronics,South,Consumer,2,3200,0.05,6080.0,832.0,Aarav
ORD0416,2025-08-22,CUST109,Laptop Pro 14,Electronics,West,Consumer,2,85000,0.1,153000.0,13600.0,Diya
ORD0417,2025-11-07,CUST063,Office Chair,Furniture,Central,Consumer,7,12000,0.1,75600.0,12600.0,Diya
ORD0418,2025-11-13,CUST136,Notebook Set,Office Supplies,South,Consumer,1,450,0.15,382.5,76.5,Meera
ORD0419,2025-02-16,CUST031,Notebook Set,Office Supplies,West,Consumer,6,450,0.1,2430.0,594.0,Anaya
ORD0420,2025-06-11,CUST015,Wireless Headphones,Electronics,Central,Consumer,6,4500,0.15,22950.0,810.0,Meera
ORD0421,2025-10-27,CUST041,USB-C Hub,Electronics,West,Corporate,6,3200,0.0,19200.0,3456.0,Diya
ORD0422,2025-03-28,CUST078,Standing Desk,Furniture,East,Small Business,1,22000,0.15,18700.0,2200.0,Meera
ORD0423,2025-05-25,CUST209,Notebook Set,Office Supplies,West,Small Business,5,450,0.15,1912.5,382.5,Anaya
ORD0424,2025-09-26,CUST073,Monitor 27-inch,Electronics,West,Consumer,2,24000,0.1,43200.0,3840.0,Meera
ORD0425,2025-10-18,CUST114,Monitor 27-inch,Electronics,Central,Consumer,2,24000,0.02,47040.0,7680.0,Rohan
ORD0426,2025-12-26,CUST099,Desk Lamp,Furniture,South,Corporate,7,2500,0.0,17500.0,4375.0,Meera
ORD0427,2025-12-27,CUST056,Premium Pen Set,Office Supplies,North,Corporate,4,700,0.0,2800.0,896.0,Kabir
ORD0428,2025-04-14,CUST130,Premium Pen Set,Office Supplies,West,Corporate,7,700,0.0,4900.0,1568.0,Kabir
ORD0429,2025-11-19,CUST195,Premium Pen Set,Office Supplies,South,Consumer,7,700,0.05,4655.0,1323.0,Rohan
ORD0430,2025-08-10,CUST074,Mechanical Keyboard,Electronics,West,Small Business,3,5500,0.02,16170.0,2640.0,Rohan
ORD0431,2025-03-22,CUST230,USB-C Hub,Electronics,West,Consumer,1,3200,0.05,3040.0,416.0,Meera
ORD0432,2025-01-21,CUST114,Premium Pen Set,Office Supplies,South,Small Business,4,700,0.05,2660.0,756.0,Anaya
ORD0433,2025-05-25,CUST105,Monitor 27-inch,Electronics,Central,Small Business,1,24000,0.15,20400.0,720.0,Aarav
ORD0434,2025-04-05,CUST132,Office Chair,Furniture,Central,Consumer,6,12000,0.05,68400.0,14400.0,Rohan
ORD0435,2025-03-20,CUST137,Monitor 27-inch,Electronics,East,Corporate,7,24000,0.02,164640.0,26880.0,Rohan
ORD0436,2025-03-26,CUST102,Monitor 27-inch,Electronics,North,Corporate,2,24000,0.1,43200.0,3840.0,Anaya
ORD0437,2025-08-20,CUST093,Standing Desk,Furniture,West,Small Business,5,22000,0.0,110000.0,27500.0,Meera
ORD0438,2025-06-14,CUST016,Wireless Headphones,Electronics,West,Consumer,4,4500,0.0,18000.0,3240.0,Diya
ORD0439,2025-10-24,CUST015,Laptop Pro 14,Electronics,South,Small Business,7,85000,0.15,505750.0,17850.0,Meera
ORD0440,2025-12-21,CUST043,Wireless Headphones,Electronics,Central,Small Business,1,4500,0.02,4410.0,720.0,Anaya
ORD0441,2025-03-03,CUST073,Desk Lamp,Furniture,South,Consumer,3,2500,0.15,6375.0,750.0,Aarav
ORD0442,2025-01-27,CUST016,Wireless Headphones,Electronics,Central,Consumer,1,4500,0.02,4410.0,720.0,Aarav
ORD0443,2025-10-29,CUST184,Laptop Pro 14,Electronics,East,Consumer,1,85000,0.05,80750.0,11050.0,Rohan
ORD0444,2025-11-18,CUST077,Laptop Pro 14,Electronics,West,Corporate,5,85000,0.05,403750.0,55250.0,Meera
ORD0445,2025-06-13,CUST177,USB-C Hub,Electronics,South,Consumer,5,3200,0.05,15200.0,2080.0,Kabir
ORD0446,2025-10-18,CUST196,Laptop Pro 14,Electronics,South,Corporate,2,85000,0.05,161500.0,22100.0,Aarav
